timestamp,cmg_close,spy_close,vix_close,log_return,rv_5d,rv_10d,rv_21d,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,return_squared,abs_return,log_return_lag1,rv_5d_lag1,vol_of_vol,abs_return_x_vol,abs_return_lag1,abs_return_lag2,rv_10d_lag1,rv_21d_lag1,rolling_std_change,vol_spike,spy_return,spy_vol,vix_return,vix_vol,target_rv_5d,target_rv_5d_log,vol_ratio_5_21,vol_ratio_10_21
2016-02-04 05:00:00+00:00,470.9,191.6,16.81,0.019643795145330597,0.4214595554081058,0.3683290727385476,0.47231570346666296,466.784,9.3067679674525,457.072,12.399866307522933,0.00038587868771171395,0.019643795145330597,-0.029722374388473978,0.42874163114748143,0.06303537714981675,0.008279065168478941,0.029722374388473978,0.006390337149637358,0.3581927269571164,0.46807692760931957,-1.3446568198705542,0,0.0015669890905528052,0.24011049548848593,0.00960960960960966,0.6466588629391835,0.4149273932773623,0.347078217607211,0.8923240535740512,0.77983494980195
2016-02-05 05:00:00+00:00,460.14,187.95,17.48,-0.02311496624468602,0.4763705626536557,0.3687448354148594,0.4414468711517104,468.21799999999996,6.882915080109604,458.00999999999993,12.222852003976357,0.000534301664492974,0.02311496624468602,0.019643795145330597,0.4214595554081058,0.06078372206908372,0.011011289475701336,0.019643795145330597,0.029722374388473978,0.3683290727385476,0.47231570346666296,-2.4238528873428953,0,-0.01923389552657324,0.1871733967789062,0.03985722784057111,0.5434224424688233,0.473791408971283,0.38783827016514894,1.0791094346221088,0.8353077668102166
2016-02-08 05:00:00+00:00,445.0,185.42,18.32,-0.033456508838582595,0.37545204436203644,0.3975202162406233,0.4489929929772909,462.68999999999994,11.792217772751638,458.29299999999995,11.842187344874628,0.0011193379836661552,0.033456508838582595,-0.02311496624468602,0.4763705626536557,0.05239364218422746,0.012561314640662376,0.02311496624468602,0.019643795145330597,0.3687448354148594,0.4414468711517104,4.909302692642034,0,-0.01355244783135065,0.18535321910263897,0.048054919908466776,0.49401109037245017,0.2941666270235776,0.2578669567404591,0.8362072772341655,0.8853575380923392
2016-02-09 05:00:00+00:00,440.93,185.43,18.48,-0.009188149477089248,0.3420462250762378,0.39333009993488277,0.4498116026466885,455.742,12.448587068418592,457.571,12.717079897174068,8.442209081333542e-05,0.009188149477089248,-0.033456508838582595,0.37545204436203644,0.05170073878719363,0.0031427718440745853,0.033456508838582595,0.02311496624468602,0.3975202162406233,0.4489929929772909,0.6563692956669538,0,5.3930160455319665e-05,0.17114020942557262,0.008733624454148492,0.38801966987276487,0.16477114324972053,0.15252462415762832,0.760419390349769,0.8744310355479954
2016-02-10 05:00:00+00:00,448.81,185.27,18.61,0.017713502911032176,0.3786968727880006,0.39926289594006836,0.45146578595271974,453.15599999999995,12.232220975767166,458.188,12.04404214170262,0.0003137681853791454,0.017713502911032176,-0.009188149477089248,0.3420462250762378,0.05172258026808175,0.0067080481585290305,0.009188149477089248,0.033456508838582595,0.39333009993488277,0.4498116026466885,-0.21636609265142503,0,-0.0008632317773703252,0.14884163929088437,0.007034632034631949,0.312394759729872,0.24462267128887477,0.21883240871009946,0.8388144700143235,0.8843682599983812
2016-02-11 05:00:00+00:00,461.39,182.86,19.76,0.027644036735986352,0.4149273932773623,0.4064522319250615,0.45170874112532083,451.254,9.129213000034465,459.01899999999995,11.938667755565325,0.000764192767060563,0.027644036735986352,0.017713502911032176,0.3786968727880006,0.05108588546330737,0.01147026810252646,0.017713502911032176,0.009188149477089248,0.39926289594006836,0.45146578595271974,-3.1030079757327016,0,-0.01309338782564084,0.13512537958670962,0.061794734013971064,0.3860657025485294,0.3558234244139428,0.3044089630552881,0.9185708332162051,0.8998084276696986
2016-02-12 05:00:00+00:00,480.57,186.63,18.94,0.040729227045332245,0.473791408971283,0.45031057769102,0.4306828243083687,455.34,16.04961058717622,461.779,13.476173583196449,0.0016588699357102236,0.040729227045332245,0.027644036735986352,0.4149273932773623,0.05009377874719401,0.019297157868119252,0.027644036735986352,0.017713502911032176,0.4064522319250615,0.45170874112532083,6.920397587141753,0,0.020407214458757535,0.21915640407712642,-0.041497975708502,0.6428918958739784,0.319520509488218,0.2772684202191623,1.1000910232283287,1.0455711412291135
2016-02-16 05:00:00+00:00,492.94,189.78,18.06,0.02541456340071796,0.2941666270235776,0.41846646422356176,0.3921202415196588,464.928,21.66538529544307,463.809,16.486704710833507,0.0006459000328491128,0.02541456340071796,0.040729227045332245,0.473791408971283,0.06859969577946035,0.007476116392866066,0.040729227045332245,0.027644036735986352,0.45031057769102,0.4306828243083687,5.615774708266851,0,0.016737459350574413,0.21892204851723665,-0.046462513199577726,0.7011600003435492,0.3372359745318134,0.29060477808243707,0.7501930420385802,1.0671864207146815
2016-02-17 05:00:00+00:00,514.01,192.88,17.33,0.0418552577366126,0.16477114324972053,0.45950975835892555,0.3859957209728457,479.54400000000004,25.702904116072244,467.64300000000003,22.800498069608476,0.0017518626001982688,0.0418552577366126,0.02541456340071796,0.2941666270235776,0.12008190209383916,0.006896538668273368,0.02541456340071796,0.040729227045332245,0.41846646422356176,0.3921202415196588,4.037518820629174,0,0.016202727327303032,0.22742421879202737,-0.04042081949058696,0.7392084460256975,0.2788904902921335,0.24599289758003737,0.4268718729901127,1.1904499012343979
2016-02-18 05:00:00+00:00,515.93,192.09,17.29,0.0037283768454986327,0.24462267128887477,0.41127673849229346,0.3808111399001131,492.96799999999996,23.0266176413299,473.062,27.247625299178672,1.3900793902050336e-05,0.0037283768454986327,0.0418552577366126,0.16477114324972053,0.12559477324270293,0.0009120455035174638,0.0418552577366126,0.02541456340071796,0.45950975835892555,0.3859957209728457,-2.6762864747423443,0,-0.0041042216740950505,0.23626436936904696,-0.002308136180034559,0.7269983092404815,0.3057773217286888,0.26679851228054763,0.6423709899401822,1.0799990215652557
2016-02-19 05:00:00+00:00,511.58,192.0,16.84,-0.008467121465235032,0.3558234244139428,0.41905559689093375,0.3808003303687803,503.006,15.542922183425075,477.12999999999994,29.80561766587704,7.169214590704384e-05,0.008467121465235032,0.0037283768454986327,0.24462267128887477,0.11671237000143318,0.00301280015468873,0.0037283768454986327,0.0418552577366126,0.41127673849229346,0.3808111399001131,-7.483695457904824,0,-0.00046864017103894693,0.1775530960030096,-0.026026604973973355,0.28457212725396963,0.30498690151606667,0.26619300357184483,0.9344069887291412,1.1004572817146063
2016-02-22 05:00:00+00:00,525.9,194.78,15.89,0.027607104696202256,0.319520509488218,0.3889067020219536,0.3853987420010653,512.0719999999999,12.001344508012803,483.706,32.74953543351582,0.0007621522297070727,0.027607104696202256,-0.008467121465235032,0.3558234244139428,0.07408102898362737,0.00882103615802512,0.008467121465235032,0.0037283768454986327,0.41905559689093375,0.3808003303687803,-3.541577675412272,0,0.014375344505271571,0.15894309892584393,-0.05641330166270775,0.3335832679859939,0.18908369766561342,0.17318300855799137,0.8290625931123089,1.0090995390984945
2016-02-23 05:00:00+00:00,525.06,192.32,16.7,-0.0015985388195038112,0.3372359745318134,0.30545926298178094,0.37192918444678574,518.4959999999999,6.565914254695257,491.712,32.013585935418746,2.5553263574606382e-06,0.0015985388195038112,0.027607104696202256,0.319520509488218,0.07908807598988657,0.0005390847966223024,0.027607104696202256,0.008467121465235032,0.3889067020219536,0.3853987420010653,-5.435430253317546,0,-0.012710065186210416,0.19642686895792305,0.05097545626179989,0.6639160522455944,0.19550372860120294,0.1785676267747856,0.9067184881308384,0.821281185973452
