timestamp,cmg_close,spy_close,vix_close
2016-08-08 04:00:00+00:00,401.4,218.05,30.91
2016-08-09 04:00:00+00:00,395.1,218.18,30.41
2016-08-10 04:00:00+00:00,395.07,217.64,31.14
2016-08-11 04:00:00+00:00,398.22,218.65,30.99
2016-08-12 04:00:00+00:00,397.33,218.46,30.66
2016-08-15 04:00:00+00:00,397.48,219.09,30.18
2016-08-16 04:00:00+00:00,400.86,217.96,31.21
2016-08-17 04:00:00+00:00,399.18,218.37,30.41
2016-08-18 04:00:00+00:00,394.91,218.86,29.88
2016-08-19 04:00:00+00:00,388.5,218.54,30.01
2016-08-22 04:00:00+00:00,396.04,218.53,30.14
2016-08-23 04:00:00+00:00,397.0,218.97,30.04
2016-08-24 04:00:00+00:00,403.75,217.85,30.69
2016-08-25 04:00:00+00:00,413.34,217.7,30.7
2016-08-26 04:00:00+00:00,418.75,217.29,30.84
2016-08-29 04:00:00+00:00,423.02,218.3608,30.18
2016-08-30 04:00:00+00:00,415.15,218.0,29.95
2016-08-31 04:00:00+00:00,413.73,217.38,30.1
2016-09-01 04:00:00+00:00,414.68,217.39,29.96
2016-09-02 04:00:00+00:00,408.41,218.37,28.88
2016-09-06 04:00:00+00:00,414.07,219.0308,28.16
2016-09-07 04:00:00+00:00,438.45,219.01,27.75
2016-09-08 04:00:00+00:00,436.31,218.51,27.84
2016-09-09 04:00:00+00:00,426.55,213.28,32.36
2016-09-12 04:00:00+00:00,428.9,216.34,30.14
2016-09-13 04:00:00+00:00,421.36,213.23,34.22
2016-09-14 04:00:00+00:00,414.9,213.13,34.01
2016-09-15 04:00:00+00:00,413.96,215.27,32.72
2016-09-16 04:00:00+00:00,409.32,213.36,32.31
2016-09-19 04:00:00+00:00,402.76,213.3992,31.51
2016-09-20 04:00:00+00:00,400.42,213.45,31.26
2016-09-21 04:00:00+00:00,399.75,215.78,28.81
2016-09-22 04:00:00+00:00,410.16,217.18,27.89
2016-09-23 04:00:00+00:00,413.81,216.02,28.09
2016-09-26 04:00:00+00:00,419.88,214.2,29.64
2016-09-27 04:00:00+00:00,418.95,215.56,28.05
2016-09-28 04:00:00+00:00,418.31,216.62,27.75
2016-09-29 04:00:00+00:00,420.73,214.75,29.48
2016-09-30 04:00:00+00:00,423.5,216.35,28.33
2016-10-03 04:00:00+00:00,430.87,215.78,28.15
2016-10-04 04:00:00+00:00,427.27,214.65,28.11
2016-10-05 04:00:00+00:00,427.84,215.66,27.87
2016-10-06 04:00:00+00:00,424.49,215.83,27.61
2016-10-07 04:00:00+00:00,429.91,215.03,27.67
2016-10-10 04:00:00+00:00,437.88,216.0808,27.07
2016-10-11 04:00:00+00:00,423.02,213.44,28.52
2016-10-12 04:00:00+00:00,418.52,213.67,28.58
2016-10-13 04:00:00+00:00,409.81,213.07,29.48
2016-10-14 04:00:00+00:00,404.14,213.06,29.15
2016-10-17 04:00:00+00:00,394.35,212.43,29.03
2016-10-18 04:00:00+00:00,393.96,213.67,27.86
2016-10-19 04:00:00+00:00,405.25,214.2203,27.19
2016-10-20 04:00:00+00:00,405.1,213.9,26.85
2016-10-21 04:00:00+00:00,411.94,213.89,26.3
2016-10-24 04:00:00+00:00,413.35,214.86,25.39
2016-10-25 04:00:00+00:00,405.67,214.19,25.59
2016-10-26 04:00:00+00:00,368.02,213.75,26.23
2016-10-27 04:00:00+00:00,368.59,213.175,26.72
2016-10-28 04:00:00+00:00,370.08,212.5,27.84
2016-10-31 04:00:00+00:00,360.76,212.56,28.42
2016-11-01 04:00:00+00:00,359.92,211.02,29.25
2016-11-02 04:00:00+00:00,369.63,209.71,29.91
2016-11-03 04:00:00+00:00,374.71,208.84,31.56
2016-11-04 04:00:00+00:00,370.43,208.56,31.59
2016-11-07 05:00:00+00:00,382.49,213.15,27.62
2016-11-08 05:00:00+00:00,378.54,214.07,26.79
2016-11-09 05:00:00+00:00,369.52,216.3792,26.16
2016-11-10 05:00:00+00:00,391.83,216.94,26.73
2016-11-11 05:00:00+00:00,397.08,216.45,26.18
2016-11-14 05:00:00+00:00,414.18,216.57,26.07
2016-11-15 05:00:00+00:00,400.0,218.25,24.96
2016-11-16 05:00:00+00:00,402.9,217.9392,25.08
2016-11-17 05:00:00+00:00,402.9,218.94,24.33
2016-11-18 05:00:00+00:00,411.8,218.48,24.2
2016-11-21 05:00:00+00:00,412.38,220.12,23.12
2016-11-22 05:00:00+00:00,405.99,220.57,23.28
2016-11-23 05:00:00+00:00,410.41,220.71,23.3
2016-11-25 05:00:00+00:00,410.28,221.52,23.19
2016-11-28 05:00:00+00:00,399.39,220.54,23.4
2016-11-29 05:00:00+00:00,395.11,220.88,23.21
2016-11-30 05:00:00+00:00,396.33,220.39,23.24
2016-12-01 05:00:00+00:00,402.38,219.5608,24.14
2016-12-02 05:00:00+00:00,400.03,219.6108,24.15
2016-12-05 05:00:00+00:00,396.27,220.94,22.55
2016-12-06 05:00:00+00:00,366.37,221.66,21.77
2016-12-07 05:00:00+00:00,368.06,224.55,21.85
2016-12-08 05:00:00+00:00,369.06,225.13,21.88
2016-12-09 05:00:00+00:00,370.0,226.53,21.67
2016-12-12 05:00:00+00:00,382.48,226.22,21.81
2016-12-13 05:00:00+00:00,377.22,227.69,22.02
2016-12-14 05:00:00+00:00,375.7,225.88,21.95
2016-12-15 05:00:00+00:00,382.35,226.77,21.63
2016-12-16 05:00:00+00:00,392.07,225.05,21.34
2016-12-19 05:00:00+00:00,389.5,225.5,20.6
2016-12-20 05:00:00+00:00,389.47,226.38,20.23
2016-12-21 05:00:00+00:00,393.5,225.7903,19.9
2016-12-22 05:00:00+00:00,391.16,225.44,20.2
2016-12-23 05:00:00+00:00,389.77,225.7,20.14
2016-12-27 05:00:00+00:00,388.75,226.25,19.82
2016-12-28 05:00:00+00:00,385.37,224.43,20.51
2016-12-29 05:00:00+00:00,376.61,224.33,20.86
2016-12-30 05:00:00+00:00,377.32,223.52,21.27
2017-01-03 05:00:00+00:00,374.77,225.14,19.74
2017-01-04 05:00:00+00:00,381.86,226.53,18.74
2017-01-05 05:00:00+00:00,391.89,226.34,18.66
2017-01-06 05:00:00+00:00,398.44,227.25,18.43
2017-01-09 05:00:00+00:00,395.06,226.52,18.37
2017-01-10 05:00:00+00:00,414.48,226.48,18.25
2017-01-11 05:00:00+00:00,413.93,227.0308,17.86
2017-01-12 05:00:00+00:00,409.35,226.5508,17.87
2017-01-13 05:00:00+00:00,410.75,227.04,17.89
2017-01-17 05:00:00+00:00,405.87,226.28,17.82
2017-01-18 05:00:00+00:00,409.74,226.75,17.75
2017-01-19 05:00:00+00:00,408.87,226.01,17.95
2017-01-20 05:00:00+00:00,405.2,226.74,17.25
2017-01-23 05:00:00+00:00,407.72,226.17,17.1
2017-01-24 05:00:00+00:00,417.88,227.6008,16.3
2017-01-25 05:00:00+00:00,419.54,229.55,15.9
2017-01-26 05:00:00+00:00,418.73,229.33,16.0
2017-01-27 05:00:00+00:00,416.6,228.99,15.83
2017-01-30 05:00:00+00:00,417.95,227.6,16.27
2017-01-31 05:00:00+00:00,421.44,227.51,16.18
2017-02-01 05:00:00+00:00,420.23,227.65,15.91
2017-02-02 05:00:00+00:00,423.3,227.77,16.04
2017-02-03 05:00:00+00:00,404.08,229.35,15.69
2017-02-06 05:00:00+00:00,395.59,228.97,15.72
2017-02-07 05:00:00+00:00,398.64,228.96,15.82
2017-02-08 05:00:00+00:00,402.94,229.24,15.75
2017-02-09 05:00:00+00:00,415.31,230.57,15.43
2017-02-10 05:00:00+00:00,413.36,231.49,15.16
2017-02-13 05:00:00+00:00,414.14,232.6803,14.69
2017-02-14 05:00:00+00:00,419.54,233.7097,14.06
2017-02-15 05:00:00+00:00,423.34,234.89,14.54
2017-02-16 05:00:00+00:00,424.76,234.74,14.61
2017-02-17 05:00:00+00:00,427.61,235.04,14.65
2017-02-21 05:00:00+00:00,432.36,236.44,14.79
2017-02-22 05:00:00+00:00,427.61,236.29,14.88
2017-02-23 05:00:00+00:00,422.38,236.44,15.26
2017-02-24 05:00:00+00:00,420.9,236.77,15.08
2017-02-27 05:00:00+00:00,421.67,237.09,15.0
2017-02-28 05:00:00+00:00,418.74,236.5,15.36
2017-03-01 05:00:00+00:00,419.15,239.7408,15.05
2017-03-02 05:00:00+00:00,416.29,238.3,15.07
2017-03-03 05:00:00+00:00,416.09,238.43,14.61
2017-03-06 05:00:00+00:00,411.68,237.7892,14.35
2017-03-07 05:00:00+00:00,404.9,237.0,14.35
2017-03-08 05:00:00+00:00,406.5,236.59,14.46
2017-03-09 05:00:00+00:00,410.48,236.83,14.38
2017-03-10 05:00:00+00:00,407.75,237.66,14.18
2017-03-13 04:00:00+00:00,405.87,237.8,13.9
2017-03-14 04:00:00+00:00,403.1,236.94,14.15
2017-03-15 04:00:00+00:00,400.96,238.88,13.6
2017-03-16 04:00:00+00:00,400.95,238.49,13.34
2017-03-17 04:00:00+00:00,402.58,237.1008,13.19
2017-03-20 04:00:00+00:00,396.37,236.74,13.16
2017-03-21 04:00:00+00:00,407.52,233.76,13.69
2017-03-22 04:00:00+00:00,416.31,234.25,13.76
2017-03-23 04:00:00+00:00,414.88,233.94,14.23
2017-03-24 04:00:00+00:00,414.02,233.88,13.97
2017-03-27 04:00:00+00:00,414.96,233.575,13.69
2017-03-28 04:00:00+00:00,426.23,235.26,12.94
2017-03-29 04:00:00+00:00,434.34,235.56,12.88
2017-03-30 04:00:00+00:00,443.92,236.2692,12.93
2017-03-31 04:00:00+00:00,445.52,235.68,13.17
2017-04-03 04:00:00+00:00,452.75,235.37,13.23
2017-04-04 04:00:00+00:00,449.41,235.52,13.06
2017-04-05 04:00:00+00:00,452.44,234.76,13.49
2017-04-06 04:00:00+00:00,450.29,235.37,13.25
2017-04-07 04:00:00+00:00,447.34,235.17,13.72
2017-04-10 04:00:00+00:00,454.28,235.29,14.21
2017-04-11 04:00:00+00:00,453.0,235.03,14.87
2017-04-12 04:00:00+00:00,458.35,234.1408,14.92
2017-04-13 04:00:00+00:00,463.62,232.56,15.22
2017-04-17 04:00:00+00:00,469.89,234.57,14.46
2017-04-18 04:00:00+00:00,468.51,233.86,14.35
2017-04-19 04:00:00+00:00,476.96,233.49,14.66
2017-04-20 04:00:00+00:00,478.39,235.3,14.31
2017-04-21 04:00:00+00:00,479.09,234.59,14.35
2017-04-24 04:00:00+00:00,468.79,237.16,12.83
2017-04-25 04:00:00+00:00,471.76,238.52,12.52
2017-04-26 04:00:00+00:00,482.99,238.44,12.62
2017-04-27 04:00:00+00:00,482.0,238.6001,12.5
2017-04-28 04:00:00+00:00,474.47,238.12,12.51
2017-05-01 04:00:00+00:00,477.58,238.63,12.03
2017-05-02 04:00:00+00:00,486.86,238.76,12.05
2017-05-03 04:00:00+00:00,479.97,238.52,12.29
2017-05-04 04:00:00+00:00,472.4,238.74,12.0
2017-05-05 04:00:00+00:00,475.3,239.68,12.05
2017-05-08 04:00:00+00:00,471.15,239.67,11.75
2017-05-09 04:00:00+00:00,479.13,239.44,11.72
2017-05-10 04:00:00+00:00,486.42,239.86,11.76
2017-05-11 04:00:00+00:00,488.52,239.4592,11.74
2017-05-12 04:00:00+00:00,489.33,239.05,11.72
2017-05-15 04:00:00+00:00,495.31,240.2297,11.46
2017-05-16 04:00:00+00:00,496.14,240.09,11.36
2017-05-17 04:00:00+00:00,479.83,235.9292,13.41
2017-05-18 04:00:00+00:00,484.74,236.76,13.09
2017-05-19 04:00:00+00:00,484.99,238.27,12.16
2017-05-22 04:00:00+00:00,482.79,239.52,11.62
2017-05-23 04:00:00+00:00,475.0,240.03,11.6
2017-05-24 04:00:00+00:00,478.8,240.56,11.31
2017-05-25 04:00:00+00:00,481.39,241.74,11.4
2017-05-26 04:00:00+00:00,480.15,241.73,11.22
2017-05-30 04:00:00+00:00,475.7,241.53,11.15
2017-05-31 04:00:00+00:00,477.35,241.42,11.24
2017-06-01 04:00:00+00:00,483.6,243.3,10.97
2017-06-02 04:00:00+00:00,478.07,244.14,10.99
2017-06-05 04:00:00+00:00,472.6,243.97,11.05
2017-06-06 04:00:00+00:00,470.48,243.25,11.3
2017-06-07 04:00:00+00:00,462.23,243.6692,11.18
2017-06-08 04:00:00+00:00,459.69,243.73,10.93
2017-06-09 04:00:00+00:00,460.85,243.5208,11.08
2017-06-12 04:00:00+00:00,461.55,243.35,11.2
2017-06-13 04:00:00+00:00,464.22,244.48,10.82
2017-06-14 04:00:00+00:00,459.69,244.26,10.77
2017-06-15 04:00:00+00:00,455.67,243.7697,10.91
2017-06-16 04:00:00+00:00,451.09,242.64,10.79
2017-06-19 04:00:00+00:00,458.91,244.65,10.46
2017-06-20 04:00:00+00:00,425.6,243.0592,10.75
2017-06-21 04:00:00+00:00,417.6,242.94,10.65
2017-06-22 04:00:00+00:00,420.92,242.83,10.55
2017-06-23 04:00:00+00:00,415.28,243.16,10.44
2017-06-26 04:00:00+00:00,413.99,243.26,10.22
2017-06-27 04:00:00+00:00,413.98,241.37,10.55
2017-06-28 04:00:00+00:00,416.87,243.47,10.25
2017-06-29 04:00:00+00:00,419.18,241.39,10.77
2017-06-30 04:00:00+00:00,416.1,241.79,10.63
2017-07-03 04:00:00+00:00,417.33,242.32,10.77
2017-07-05 04:00:00+00:00,413.25,242.74,10.75
2017-07-06 04:00:00+00:00,412.76,240.58,11.28
2017-07-07 04:00:00+00:00,413.89,242.1,10.9
2017-07-10 04:00:00+00:00,407.55,242.35,10.63
2017-07-11 04:00:00+00:00,396.08,242.18,10.59
2017-07-12 04:00:00+00:00,396.95,243.94,10.31
2017-07-13 04:00:00+00:00,400.04,244.42,10.2
2017-07-14 04:00:00+00:00,395.83,245.51,10.0
2017-07-17 04:00:00+00:00,392.0,245.52,38.93
2017-07-18 04:00:00+00:00,374.98,245.6697,38.46
2017-07-19 04:00:00+00:00,372.83,246.96,38.01
2017-07-20 04:00:00+00:00,356.05,247.04,37.66
2017-07-21 04:00:00+00:00,345.34,246.83,37.31
2017-07-24 04:00:00+00:00,339.98,246.79,36.65
2017-07-25 04:00:00+00:00,348.62,247.37,36.8
2017-07-26 04:00:00+00:00,340.6,247.42,36.86
2017-07-27 04:00:00+00:00,349.84,247.2292,37.16
2017-07-28 04:00:00+00:00,350.5,246.89,37.54
2017-07-31 04:00:00+00:00,343.77,246.79,37.28
2017-08-01 04:00:00+00:00,347.24,247.3,36.8
2017-08-02 04:00:00+00:00,351.06,247.42,37.0
2017-08-03 04:00:00+00:00,345.36,246.98,37.47
2017-08-04 04:00:00+00:00,344.56,247.39,37.31
2017-08-07 04:00:00+00:00,339.45,247.84,36.85
2017-08-08 04:00:00+00:00,333.64,247.27,37.86
2017-08-09 04:00:00+00:00,334.61,247.27,38.89
2017-08-10 04:00:00+00:00,322.65,243.7599,44.19
2017-08-11 04:00:00+00:00,326.41,244.11,45.5
2017-08-14 04:00:00+00:00,322.4,246.5,39.6
2017-08-15 04:00:00+00:00,322.78,246.53,39.29
2017-08-16 04:00:00+00:00,320.13,246.96,39.06
2017-08-17 04:00:00+00:00,317.92,243.14,45.53
2017-08-18 04:00:00+00:00,311.24,242.71,44.19
2017-08-21 04:00:00+00:00,308.59,242.92,42.44
2017-08-22 04:00:00+00:00,305.51,245.38,39.32
2017-08-23 04:00:00+00:00,297.09,244.5697,39.66
2017-08-24 04:00:00+00:00,301.92,244.045,40.76
2017-08-25 04:00:00+00:00,308.79,244.52,39.66
2017-08-28 04:00:00+00:00,312.02,244.6,39.3
2017-08-29 04:00:00+00:00,310.37,244.8597,39.72
2017-08-30 04:00:00+00:00,315.13,246.01,39.54
2017-08-31 04:00:00+00:00,316.71,247.29,38.46
2017-09-01 04:00:00+00:00,319.95,247.81,38.38
2017-09-05 04:00:00+00:00,308.32,246.13,40.44
2017-09-06 04:00:00+00:00,317.88,246.89,39.5
2017-09-07 04:00:00+00:00,317.25,246.8753,39.3
2017-09-08 04:00:00+00:00,300.03,246.54,40.26
2017-09-11 04:00:00+00:00,305.14,249.14,38.02
2017-09-12 04:00:00+00:00,308.83,250.09,37.0
2017-09-13 04:00:00+00:00,311.6,250.17,35.76
2017-09-14 04:00:00+00:00,310.59,250.08,36.19
2017-09-15 04:00:00+00:00,313.09,249.23,35.57
2017-09-18 04:00:00+00:00,301.87,249.71,34.0
2017-09-19 04:00:00+00:00,303.41,249.96,34.0
2017-09-20 04:00:00+00:00,312.39,250.07,34.1
2017-09-21 04:00:00+00:00,313.22,249.4,34.03
2017-09-22 04:00:00+00:00,314.31,249.45,34.22
2017-09-25 04:00:00+00:00,320.83,248.97,34.29
2017-09-26 04:00:00+00:00,319.21,249.07,33.87
2017-09-27 04:00:00+00:00,313.85,250.04,33.68
2017-09-28 04:00:00+00:00,316.53,250.33,33.15
2017-09-29 04:00:00+00:00,307.83,251.16,32.51
2017-10-02 04:00:00+00:00,301.81,252.28,31.83
2017-10-03 04:00:00+00:00,302.99,252.85,31.77
2017-10-04 04:00:00+00:00,306.81,253.16,31.83
2017-10-05 04:00:00+00:00,310.35,254.66,30.75
2017-10-06 04:00:00+00:00,307.64,254.43,30.81
2017-10-09 04:00:00+00:00,303.92,253.9692,31.4
2017-10-10 04:00:00+00:00,310.88,254.57,30.73
2017-10-11 04:00:00+00:00,311.49,254.98,30.09
2017-10-12 04:00:00+00:00,314.17,254.61,29.91
2017-10-13 04:00:00+00:00,326.45,254.88,29.38
2017-10-16 04:00:00+00:00,320.39,255.3,28.85
2017-10-17 04:00:00+00:00,329.3,255.43,28.89
2017-10-18 04:00:00+00:00,318.24,255.69,28.78
2017-10-19 04:00:00+00:00,325.27,255.8192,28.58
2017-10-20 04:00:00+00:00,324.76,257.07,28.05
2017-10-23 04:00:00+00:00,320.45,256.16,28.95
2017-10-24 04:00:00+00:00,324.3,256.55,29.24
2017-10-25 04:00:00+00:00,277.01,255.32,30.22
2017-10-26 04:00:00+00:00,281.52,255.48,30.13
2017-10-27 04:00:00+00:00,276.12,257.6895,28.46
2017-10-30 04:00:00+00:00,268.7,256.8,28.68
2017-10-31 04:00:00+00:00,271.9,257.12,28.16
2017-11-01 04:00:00+00:00,270.2,257.5,28.31
2017-11-02 04:00:00+00:00,279.46,257.62,28.0
2017-11-03 04:00:00+00:00,273.53,258.45,27.94
2017-11-06 05:00:00+00:00,275.77,258.81,27.67
2017-11-07 05:00:00+00:00,274.5,258.7,27.84
2017-11-08 05:00:00+00:00,273.9,259.11,27.85
2017-11-09 05:00:00+00:00,275.0,258.1908,28.27
2017-11-10 05:00:00+00:00,279.45,258.1,28.9
2017-11-13 05:00:00+00:00,277.5,258.34,28.99
2017-11-14 05:00:00+00:00,280.9,257.75,29.22
2017-11-15 05:00:00+00:00,285.45,256.42,30.29
2017-11-16 05:00:00+00:00,283.7,258.54,29.06
2017-11-17 05:00:00+00:00,289.84,257.87,28.6
2017-11-20 05:00:00+00:00,283.25,258.28,27.7
2017-11-21 05:00:00+00:00,279.51,259.93,26.62
2017-11-22 05:00:00+00:00,281.27,259.79,26.39
2017-11-24 05:00:00+00:00,279.31,260.37,26.27
